protein.key,protein.Entry,protein.Accession,protein.Description,protein.dataBaseType,protein.score,protein.falsePositiveRate,protein.avgMass,protein.MatchedProducts,protein.matchedPeptides,protein.digestPeps,protein.seqCover(%),protein.MatchedPeptideIntenSum,protein.top3MatchedPeptideIntenSum,protein.MatchedProductIntenSum,protein.fmolOnColumn,protein.ngramOnColumn,protein.AutoCurate,protein.Key_ForHomologs
13120,sp|P30048|PRDX3_HUMAN,Thioredoxin-dependent,peroxide reductase_ mitochondrial OS=Homo sapiens GN=PRDX3 PE=1 SV=3,Regular,9335.3260,0.00,28034.8425,184,14,18,46.88,805635,362043,290248,192.5126,5.3971,Green,15971
15054,sp|P62847|RS24_HUMAN,40S,ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1,Regular,9317.4040,0.00,15423.2332,53,4,10,21.05,220331,171919,40584,91.4161,1.4099,Green,
14591,sp|P62899|RL31_HUMAN,60S,ribosomal protein L31 OS=Homo sapiens GN=RPL31 PE=1 SV=1,Regular,9274.6530,0.00,14462.8864,86,7,11,46.40,425275,281897,153048,149.8958,2.1679,Green,
5335,sp|Q99714|HCD2_HUMAN,3-hydroxyacyl-CoA,dehydrogenase type-2 OS=Homo sapiens GN=HSD17B10 PE=1 SV=3,Regular,9248.9460,0.00,27151.2422,112,10,17,53.26,280805,180689,58817,96.0795,2.6087,Green,
7942,sp|P54652|HSP72_HUMAN,Heat,shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1,Regular,9216.7710,0.00,70306.2015,314,22,50,21.60,1996400,0,917766,,,Green,5411 7641 7738 7959 7997 8057 8192 8282
7527,sp|P0C0S5|H2AZ_HUMAN,Histone,H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2,Regular,9194.2660,0.00,13552.7525,82,4,7,31.25,1611053,0,630319,,,Green,5312 5328 5329 5330 5331 5358 5359 5361 5381 5382 5419 5420 7493 7494
5361,sp|Q71UI9|H2AV_HUMAN,Histone,H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3,Regular,9194.2660,0.00,13508.6993,82,4,7,31.25,1611053,421292,630319,224.0176,3.0262,Green,5312 5328 5329 5330 5331 5358 5359 5381 5382 5419 5420 7493 7494 7527
14438,sp|P62913|RL11_HUMAN,60S,ribosomal protein L11 OS=Homo sapiens GN=RPL11 PE=1 SV=2,Regular,9037.7530,0.00,20480.5252,102,9,16,32.02,609291,478085,220171,254.2167,5.2065,Green,
15126,sp|P62753|RS6_HUMAN,40S,ribosomal protein S6 OS=Homo sapiens GN=RPS6 PE=1 SV=1,Regular,8612.9020,0.00,28851.7622,126,10,20,32.13,526299,288393,164917,153.3500,4.4244,Green,
11968,sp|Q15233|NONO_HUMAN,Non-POU,domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4,Regular,8552.4620,0.00,54345.7596,287,29,35,53.50,986014,311987,300406,165.8958,9.0157,Green,14314 15834
14582,sp|P46778|RL21_HUMAN,60S,ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2,Regular,8487.5920,0.00,18621.9087,84,8,13,47.50,567334,363163,144971,193.1081,3.5960,Green,691
1189,sp|P24539|AT5F1_HUMAN,ATP,synthase F(0) complex subunit B1_ mitochondrial OS=Homo sapiens GN=ATP5F1 PE=1 SV=2,Regular,8388.2290,0.00,28965.7127,133,13,23,41.41,523787,339757,133365,180.6622,5.2330,Green,
14624,sp|P05386|RLA1_HUMAN,60S,acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1,Regular,8342.4790,0.00,11628.0073,30,2,7,51.75,115769,173653.5,47763,92.3384,1.0737,Green,
13276,sp|P14927|QCR7_HUMAN,Cytochrome,b-c1 complex subunit 7 OS=Homo sapiens GN=UQCRB PE=1 SV=2,Regular,8293.6740,0.00,13530.4773,62,5,15,45.05,193947,142709,52507,75.8840,1.0267,Green,
5078,sp|Q15717|ELAV1_HUMAN,ELAV-like,protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2,Regular,8267.2220,0.00,36263.0409,195,18,22,51.53,600723,253607,163377,134.8529,4.8902,Green,5188 5281
14553,sp|P62750|RL23A_HUMAN,60S,ribosomal protein L23a OS=Homo sapiens GN=RPL23A PE=1 SV=1,Regular,8256.7830,0.00,17695.0833,86,8,12,41.67,596802,421068,154701,223.8985,3.9619,Green,
15085,sp|P60866|RS20_HUMAN,40S,ribosomal protein S20 OS=Homo sapiens GN=RPS20 PE=1 SV=1,Regular,8191.5730,0.00,13486.7931,84,6,6,31.93,390288,263911,125968,140.3319,1.8926,Green,
8057,sp|P0DMV9|HS71B_HUMAN,Heat,shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1,Regular,8161.7020,0.00,70337.4552,334,31,49,44.62,1543120,0,662564,,,Green,7641 7738 7942 7959 7997 8192 8282
7959,sp|P0DMV8|HS71A_HUMAN,Heat,shock 70 kDa protein 1A OS=Homo sapiens GN=HSPA1A PE=1 SV=1,Regular,8161.7020,0.00,70337.4552,334,31,49,44.62,1543120,248589,662564,132.1846,9.2975,Green,7641 7738 7942 7997 8057 8192 8282
14620,sp|P46777|RL5_HUMAN,60S,ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3,Regular,8052.0420,0.00,34590.8128,197,21,23,41.41,860693,322209,186307,171.3313,5.9265,Green,
7952,sp|Q00839|HNRPU_HUMAN,Heterogeneous,nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6,Regular,8032.7470,0.00,91325.9447,410,35,55,32.48,2165077,739233,843877,393.0794,35.8984,Green,
9326,sp|P42704|LPPRC_HUMAN,Leucine-rich,PPR motif-containing protein_ mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3,Regular,7990.1060,0.00,159102.9077,784,77,130,52.73,3290266,399007,858854,212.1678,33.7565,Green,
19145,sp|Q9P0L0|VAPA_HUMAN,Vesicle-associated,membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3,Regular,7986.0150,0.00,28121.4253,165,11,19,36.55,518823,184552,129355,98.1336,2.7597,Green,19359
1585,sp|O75531|BAF_HUMAN,Barrier-to-autointegration,factor OS=Homo sapiens GN=BANF1 PE=1 SV=1,Regular,7920.6740,0.00,10286.7016,50,5,17,42.70,141737,121512,34363,64.6127,0.6647,Green,
7870,sp|P14866|HNRPL_HUMAN,Heterogeneous,nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2,Regular,7891.4820,0.00,64760.1916,284,25,34,53.14,1119742,509377,374396,270.8559,17.5407,Green,7819
14571,sp|P61254|RL26_HUMAN,60S,ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1,Regular,7884.2920,0.00,17258.2425,137,12,11,51.03,621904,184437.1,203897,98.0725,1.6926,Green,14554
14594,sp|Q9Y3B7|RM11_HUMAN,39S,ribosomal protein L11_ mitochondrial OS=Homo sapiens GN=MRPL11 PE=1 SV=1,Regular,7881.0130,0.00,20740.2459,98,13,24,55.21,206523,87533,42469,46.5448,0.9653,Green,
7143,sp|P04406|G3P_HUMAN,Glyceraldehyde-3-phosphate,dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3,Regular,7877.6000,0.00,36224.3681,142,15,21,48.36,431017,215720,104461,114.7069,4.1552,Green,6902
9420,sp|P20700|LMNB1_HUMAN,Lamin-B1,OS=Homo sapiens GN=LMNB1 PE=1 SV=2,Regular,7857.2570,0.00,66693.5873,411,46,68,56.83,1735770,335703,547911,178.5066,11.9052,Green,9292 9484
14275,sp|Q9H0U4|RAB1B_HUMAN,Ras-related,protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1,Regular,7831.6620,0.00,22342.2766,131,11,18,59.70,598229,167303.1,213703,88.9617,1.9876,Green,13228 13230 13231 13252 13263 13323 13325 13329 13385 13386 13387 13388 13389 13475 13476 13477 13479 13508 14276 14277
14555,sp|P46779|RL28_HUMAN,60S,ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=1 SV=3,Regular,7792.6290,0.00,15804.5666,130,15,15,67.88,437848,191945,132541,102.0648,1.6131,Green,
13247,sp|P22695|QCR2_HUMAN,Cytochrome,b-c1 complex subunit 2_ mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3,Regular,7768.5790,0.00,48614.1579,242,20,27,49.01,977311,413932,234028,220.1040,10.7002,Green,
464,sp|P12236|ADT3_HUMAN,ADP/ATP,translocase 3 OS=Homo sapiens GN=SLC25A6 PE=1 SV=4,Regular,7760.0380,0.00,33094.4353,179,15,30,42.28,1164308,109276.9,444508,58.1068,1.9230,Green,709 795 867
2094,sp|Q07021|C1QBP_HUMAN,Complement,component 1 Q subcomponent-binding protein_ mitochondrial OS=Homo sapiens GN=C1QBP PE=1 SV=1,Regular,7688.9790,0.00,31761.4626,80,7,18,31.56,420744,369474,146864,196.4639,6.2400,Green,
14589,sp|P62424|RL7A_HUMAN,60S,ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2,Regular,7688.1760,0.00,30166.7330,244,17,17,50.38,1206711,445046,279917,236.6486,7.1389,Green,
14570,sp|P83731|RL24_HUMAN,60S,ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=1 SV=1,Regular,7635.5630,0.00,17893.0372,69,6,16,29.94,364421,332780,111407,176.9523,3.1662,Green,15731
16509,sp|Q16629|SRSF7_HUMAN,Serine/arginine-rich,splicing factor 7 OS=Homo sapiens GN=SRSF7 PE=1 SV=1,Regular,7601.8160,0.00,27594.6720,116,9,15,31.51,548716,233717,236264,124.2766,3.4294,Green,16508
5356,sp|P07305|H10_HUMAN,Histone,H1.0 OS=Homo sapiens GN=H1F0 PE=1 SV=3,Regular,7585.6880,0.00,20862.9520,81,6,10,27.84,461745,321638,163932,171.0276,3.5681,Green,
15093,sp|P62263|RS14_HUMAN,40S,ribosomal protein S14 OS=Homo sapiens GN=RPS14 PE=1 SV=3,Regular,7584.2180,0.00,16443.8196,102,8,11,40.40,604521,385245,227188,204.8500,3.3685,Green,
15150,sp|P46781|RS9_HUMAN,40S,ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3,Regular,7583.1350,0.00,22648.4819,190,19,17,57.22,868599,275376,259595,146.4283,3.3164,Green,
18259,sp|Q12931|TRAP1_HUMAN,Heat,shock protein 75 kDa_ mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3,Regular,7514.2440,0.00,80395.2776,329,36,68,53.13,1183595,399975,432362,212.6825,17.0987,Green,
15716,sp|O75396|SC22B_HUMAN,Vesicle-trafficking,protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4,Regular,7473.6470,0.00,24821.4899,98,12,19,46.51,226674,132867,57294,70.6506,1.7537,Green,
709,sp|P12235|ADT1_HUMAN,ADP/ATP,translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=4,Regular,7407.3380,0.00,33292.6701,156,14,30,39.93,942257,30490.62,304508,16.2131,0.5398,Green,464 795 867
13078,sp|P26599|PTBP1_HUMAN,Polypyrimidine,tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1,Regular,7398.8670,0.00,57392.5069,307,24,34,37.66,1673941,624401.9,473389,332.0192,19.0554,Green,3518 13069
14562,sp|P61513|RL37A_HUMAN,60S,ribosomal protein L37a OS=Homo sapiens GN=RPL37A PE=1 SV=2,Regular,7352.3700,0.00,10503.3935,61,5,6,43.48,190038,104378,35368,55.5019,0.5830,Green,
3194,sp|Q07065|CKAP4_HUMAN,Cytoskeleton-associated,protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2,Regular,7339.5170,0.00,66136.5853,296,34,64,58.31,819209,208878,213149,111.0687,7.3457,Green,
13733,sp|Q6S8J3|POTEE_HUMAN,POTE,ankyrin domain family member E OS=Homo sapiens GN=POTEE PE=2 SV=3,Regular,7338.6270,0.00,122960.5057,206,19,100,20.09,2335415,727331.1,1309187,386.7507,47.5551,Green,23 24 436 437 457 472 523 853 14098 14099 14126
4191,sp|Q9NR30|DDX21_HUMAN,Nucleolar,RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5,Regular,7315.8600,0.00,87857.7534,446,41,75,43.30,1475229,313024.3,440682,166.4474,14.6237,Green,4556
14098,sp|A5A3E0|POTEF_HUMAN,POTE,ankyrin domain family member F OS=Homo sapiens GN=POTEF PE=1 SV=2,Regular,7291.2570,0.00,123098.6260,192,13,100,12.74,2304953,0,1303932,,,Green,23 24 436 437 457 472 523 853 13733 14099 14126
9535,sp|Q96AG4|LRC59_HUMAN,Leucine-rich,repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1,Regular,7290.3340,0.00,35329.6809,126,10,27,37.79,653999,479053,246125,254.7314,8.9996,Green,
14569,sp|P61313|RL15_HUMAN,60S,ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2,Regular,7261.7340,0.00,24260.1578,115,11,15,47.55,566165,255706,198331,135.9690,3.2986,Green,
11036,sp|Q00325|MPCP_HUMAN,Phosphate,carrier protein_ mitochondrial OS=Homo sapiens GN=SLC25A3 PE=1 SV=2,Regular,7259.4200,0.00,40551.1660,153,13,28,26.24,979086,498898,383901,265.2838,10.7576,Green,
1439,sp|P48047|ATPO_HUMAN,ATP,synthase subunit O_ mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1,Regular,7206.8150,0.00,23391.4172,149,15,17,68.54,687287,319125,152064,169.6914,3.9693,Green,
5432,sp|P84243|H33_HUMAN,Histone,H3.3 OS=Homo sapiens GN=H3F3A PE=1 SV=2,Regular,7067.2730,0.00,15384.9580,170,10,12,40.44,3301665,1186799,1684087,631.0680,9.7090,Green,5433 7497 7744 7785
7429,sp|P34897|GLYM_HUMAN,Serine,hydroxymethyltransferase_ mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3,Regular,7059.2160,0.00,56449.2857,267,24,42,49.40,972929,248770,289444,132.2809,7.4672,Green,4587 7606
7869,sp|P31943|HNRH1_HUMAN,Heterogeneous,nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4,Regular,7041.7980,0.00,49514.7166,190,17,27,45.66,1151183,499734.8,370168,265.7288,13.1575,Green,7968 7990
2712,sp|Q13185|CBX3_HUMAN,Chromobox,protein homolog 3 OS=Homo sapiens GN=CBX3 PE=1 SV=4,Regular,6995.9900,0.00,20982.5423,96,8,13,39.34,374710,195708.7,63237,104.0660,2.1836,Green,2711
7969,sp|O60506|HNRPQ_HUMAN,Heterogeneous,nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2,Regular,6984.1960,0.00,69830.8278,337,33,50,56.66,1125834,362310,393459,192.6546,13.4532,Green,7871
9437,sp|P42166|LAP2A_HUMAN,Lamina-associated,polypeptide 2_ isoform alpha OS=Homo sapiens GN=TMPO PE=1 SV=2,Regular,6933.6390,0.00,76062.4009,256,27,63,47.69,783888,163884,276881,87.1436,6.6284,Green,8967
7991,sp|Q14103|HNRPD_HUMAN,Heterogeneous,nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1,Regular,6906.3430,0.00,38605.3093,208,16,24,41.13,894460,422907.4,274675,224.8766,8.6814,Green,7729
7785,sp|Q16695|H31T_HUMAN,Histone,H3.1t OS=Homo sapiens GN=HIST3H3 PE=1 SV=3,Regular,6895.8460,0.00,15622.3388,165,9,12,33.82,3297188,0,1682940,,,Green,5432 5433 7497 7744
7744,sp|Q71DI3|H32_HUMAN,Histone,H3.2 OS=Homo sapiens GN=HIST2H3A PE=1 SV=3,Regular,6895.8460,0.00,15445.0777,165,9,12,33.82,3297188,0,1682940,,,Green,5432 5433 7497 7785
7497,sp|P68431|H31_HUMAN,Histone,H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2,Regular,6895.8460,0.00,15518.1658,165,9,12,33.82,3297188,0,1682940,,,Green,5432 5433 7744 7785
13329,sp|P61006|RAB8A_HUMAN,Ras-related,protein Rab-8A OS=Homo sapiens GN=RAB8A PE=1 SV=1,Regular,6885.7460,0.00,23839.3325,116,13,17,54.59,401770,69892.05,168528,37.1644,0.8860,Green,13228 13230 13231 13252 13263 13323 13325 13385 13386 13387 13388 13389 13475 13476 13477 13479 13508 14275 14276 14277
14609,sp|Q9Y3U8|RL36_HUMAN,60S,ribosomal protein L36 OS=Homo sapiens GN=RPL36 PE=1 SV=3,Regular,6877.2010,0.00,12310.7646,65,6,9,36.19,331763,244803,96716,130.1714,1.6025,Green,
4907,sp|P68104|EF1A1_HUMAN,Elongation,factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1,Regular,6859.9890,0.00,50483.1199,230,22,32,38.10,1561406,596033,604204,316.9343,15.9998,Green,4939 4964
4964,sp|Q5VTE0|EF1A3_HUMAN,Putative,elongation factor 1-alpha-like 3 OS=Homo sapiens GN=EEF1A1P5 PE=5 SV=1,Regular,6853.0630,0.00,50527.2837,227,21,32,38.10,1559245,0,603339,,,Green,4907 4939
1364,sp|P56134|ATPK_HUMAN,ATP,synthase subunit f_ mitochondrial OS=Homo sapiens GN=ATP5J2 PE=1 SV=3,Regular,6843.4650,0.00,11031.9382,31,3,7,30.85,149317,147216,49117,78.2806,0.8636,Green,
15071,sp|P62277|RS13_HUMAN,40S,ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2,Regular,6801.6650,0.00,17222.3269,139,11,13,55.63,448048,177264,108595,94.2583,1.6233,Green,
15125,sp|P62701|RS4X_HUMAN,40S,ribosomal protein S4_ X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2,Regular,6797.7370,0.00,29825.8814,233,22,20,59.70,1019732,329459,247322,175.1864,5.2251,Green,15065 15106
346,sp|O43707|ACTN4_HUMAN,Alpha-actinin-4,OS=Homo sapiens GN=ACTN4 PE=1 SV=2,Regular,6753.1920,0.00,105310.4484,443,48,86,57.08,1389712,262858,335787,139.7720,14.7195,Green,474 525 854 16506
5226,sp|P24534|EF1B_HUMAN,Elongation,factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3,Regular,6688.6180,0.00,24934.8442,89,9,19,36.44,311738,206823,84507,109.9760,2.7422,Green,
5362,sp|Q96A08|H2B1A_HUMAN,Histone,H2B type 1-A OS=Homo sapiens GN=HIST1H2BA PE=1 SV=3,Regular,6676.5740,0.00,14167.5214,84,6,12,29.92,1637049,0,572584,,,Green,5332 5363 5384 5385 5386 5430 5431 5445 5466 7495 7496 7741 7783 7784
13593,sp|P38159|RBMX_HUMAN,RNA-binding,motif protein_ X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3,Regular,6655.3990,0.00,42331.9107,205,23,99,50.64,650917,309314.3,234399,164.4746,6.9625,Green,14628 14680 15021
1395,sp|O75964|ATP5L_HUMAN,ATP,synthase subunit g_ mitochondrial OS=Homo sapiens GN=ATP5L PE=1 SV=3,Regular,6633.7190,0.00,11428.4932,81,7,9,60.19,367295,216566,115212,115.1567,1.3161,Green,
7738,sp|P34931|HS71L_HUMAN,Heat,shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2,Regular,6569.0580,0.00,70774.3427,185,15,48,26.37,1077148,167549,560283,89.0924,6.3055,Green,7641 7942 7959 7997 8057 8192 8282
5157,sp|P14625|ENPL_HUMAN,Endoplasmin,OS=Homo sapiens GN=HSP90B1 PE=1 SV=1,Regular,6529.0340,0.00,92754.1507,429,42,82,50.06,1438680,317034,375218,168.5795,15.6364,Green,5908 8190 16596
16238,sp|Q9Y5M8|SRPRB_HUMAN,Signal,recognition particle receptor subunit beta OS=Homo sapiens GN=SRPRB PE=1 SV=3,Regular,6480.0600,0.00,29930.3626,92,12,24,40.22,213928,110339,49751,58.6716,1.7561,Green,
15113,sp|P08708|RS17_HUMAN,40S,ribosomal protein S17 OS=Homo sapiens GN=RPS17 PE=1 SV=2,Regular,6467.5720,0.00,15607.1796,63,8,12,68.89,248574,205592,54023,109.3214,1.7062,Green,
14099,sp|P0CG38|POTEI_HUMAN,POTE,ankyrin domain family member I OS=Homo sapiens GN=POTEI PE=3 SV=1,Regular,6457.9130,0.00,122936.3902,176,12,99,11.26,2231584,0,1274678,,,Green,23 24 436 437 457 472 523 853 13733 14098 14126
14554,sp|Q9UNX3|RL26L_HUMAN,60S,ribosomal protein L26-like 1 OS=Homo sapiens GN=RPL26L1 PE=1 SV=1,Regular,6411.6920,0.00,17256.2700,117,11,11,43.45,522630,57814.94,179231,30.7425,0.5305,Green,14571
14560,sp|Q07020|RL18_HUMAN,60S,ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=2,Regular,6353.6180,0.00,21748.5771,93,8,10,38.83,546598,367630,158472,195.4834,4.2515,Green,
14603,sp|P62917|RL8_HUMAN,60S,ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=1 SV=2,Regular,6350.3750,0.00,28252.7979,148,13,21,33.46,724598,302099,221473,160.6380,4.5385,Green,
14593,sp|Q02878|RL6_HUMAN,60S,ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3,Regular,6342.3870,0.00,32784.9945,206,20,24,46.18,886093,316537,199593,168.3152,5.5182,Green,
13385,sp|P61026|RAB10_HUMAN,Ras-related,protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1,Regular,6276.4630,0.00,22769.0826,89,8,18,44.50,395814,93808,161564,49.8814,1.1358,Green,13228 13230 13231 13252 13263 13323 13325 13329 13386 13387 13388 13389 13475 13476 13477 13479 13508 14275 14276 14277
1241,sp|Q9NVI7|ATD3A_HUMAN,ATPase,family AAA domain-containing protein 3A OS=Homo sapiens GN=ATAD3A PE=1 SV=2,Regular,6268.9150,0.00,71654.4225,230,29,56,41.32,548709,136351.1,180731,72.5033,5.1952,Green,1303 1304
11866,sp|O00483|NDUA4_HUMAN,Cytochrome,c oxidase subunit NDUFA4 OS=Homo sapiens GN=NDUFA4 PE=1 SV=1,Regular,6197.0550,0.00,9426.9000,25,3,7,30.86,171245,170032,37932,90.4127,0.8523,Green,
8389,sp|Q12905|ILF2_HUMAN,Interleukin,enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2,Regular,6107.4140,0.00,43290.3082,158,15,26,31.03,876037,464077,182090,246.7681,10.6827,Green,
10876,sp|P30101|PDIA3_HUMAN,Protein,disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4,Regular,6106.0660,0.00,57181.6493,218,26,49,56.04,710230,224461,195513,119.3548,6.8249,Green,
19435,sp|P12956|XRCC6_HUMAN,X-ray,repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2,Regular,6081.2220,0.00,70128.3264,286,30,56,40.56,1409808,429823,396412,228.5539,16.0281,Green,
7053,sp|Q13283|G3BP1_HUMAN,Ras,GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1,Regular,6078.9400,0.00,52221.3582,215,23,30,57.30,647895,278663,187604,148.1761,7.7380,Green,6841
10538,sp|Q8NC51|PAIRB_HUMAN,Plasminogen,activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2,Regular,6038.8830,0.00,45022.4605,180,19,40,53.19,446224,168163,116341,89.4189,4.0259,Green,
19440,sp|P67809|YBOX1_HUMAN,Nuclease-sensitive,element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=3,Regular,5993.0470,0.00,35924.2277,140,15,26,54.94,372176,172371.9,138205,91.6570,3.2927,Green,18859 19441
2711,sp|P83916|CBX1_HUMAN,Chromobox,protein homolog 1 OS=Homo sapiens GN=CBX1 PE=1 SV=1,Regular,5976.3330,0.00,21531.8597,51,7,14,45.41,132150,31575.35,33997,16.7899,0.3615,Green,2712
14650,sp|P42766|RL35_HUMAN,60S,ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=1 SV=2,Regular,5921.5220,0.00,14551.4972,57,4,6,29.27,276111,228689,78386,121.6030,1.7695,Green,
17474,sp|P55072|TERA_HUMAN,Transitional,endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4,Regular,5909.9240,0.00,90006.2895,370,37,69,48.01,862880,201064,289280,106.9137,9.6229,Green,
14592,sp|P36578|RL4_HUMAN,60S,ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5,Regular,5899.2570,0.00,47982.5495,255,23,34,41.92,1065763,353337,341192,187.8833,9.0151,Green,
14919,sp|P04843|RPN1_HUMAN,Dolichyl-diphosphooligosaccharide--protein,glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1,Regular,5898.2390,0.00,68683.5579,290,30,49,51.40,1187217,309281,327958,164.4569,11.2955,Green,
14576,sp|P40429|RL13A_HUMAN,60S,ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2,Regular,5890.5450,0.00,23634.3110,114,13,14,45.32,492952,233290,105235,124.0495,2.9318,Green,13318
4456,sp|Q08211|DHX9_HUMAN,ATP-dependent,RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4,Regular,5853.2840,0.00,142270.3534,475,48,99,37.95,1904362,352628,614742,187.5063,26.6766,Green,
15498,sp|P62306|RUXF_HUMAN,Small,nuclear ribonucleoprotein F OS=Homo sapiens GN=SNRPF PE=1 SV=1,Regular,5841.6470,0.00,9782.2590,28,3,6,31.40,50121,46277,8778,24.6073,0.2407,Green,
15083,sp|P46783|RS10_HUMAN,40S,ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1,Regular,5822.5270,0.00,18897.8181,95,10,18,47.88,296080,146122,70761,77.6988,1.4683,Green,15076
13323,sp|Q92928|RAB1C_HUMAN,Putative,Ras-related protein Rab-1C OS=Homo sapiens GN=RAB1C PE=5 SV=2,Regular,5769.7250,0.00,22245.1094,78,6,18,36.32,402486,27238.16,167624,14.4836,0.3222,Green,13228 13230 13231 13252 13263 13325 13329 13385 13386 13387 13388 13389 13475 13476 13477 13479 13508 14275 14276 14277
15381,sp|P05109|S10A8_HUMAN,Protein,S100-A8 OS=Homo sapiens GN=S100A8 PE=1 SV=1,Regular,5766.0050,0.00,10891.5551,61,7,13,47.31,242067,179918,41868,95.6695,1.0420,Green,
14584,sp|Q6P5R6|RL22L_HUMAN,60S,ribosomal protein L22-like 1 OS=Homo sapiens GN=RPL22L1 PE=1 SV=2,Regular,5750.2040,0.00,14606.5181,46,3,8,25.41,230965,215244,46906,114.4538,1.6718,Green,
9670,sp|Q02978|M2OM_HUMAN,Mitochondrial,2-oxoglutarate/malate carrier protein OS=Homo sapiens GN=SLC25A11 PE=1 SV=3,Regular,5729.5630,0.00,34232.8734,88,11,22,34.39,152523,73935,34639,39.3142,1.3458,Green,
14574,sp|P63173|RL38_HUMAN,60S,ribosomal protein L38 OS=Homo sapiens GN=RPL38 PE=1 SV=2,Regular,5729.0660,0.00,8274.9253,27,3,7,51.43,93132,137083.5,16612,72.8927,0.6032,Green,
5382,sp|P16104|H2AX_HUMAN,Histone,H2AX OS=Homo sapiens GN=H2AFX PE=1 SV=2,Regular,5705.9360,0.00,15144.5863,87,5,10,21.68,1430858,138894.6,533995,73.8558,1.1185,Green,5312 5328 5329 5330 5331 5358 5359 5361 5381 5419 5420 7493 7494 7527
14613,sp|P39023|RL3_HUMAN,60S,ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2,Regular,5668.8710,0.00,46394.1094,207,18,35,41.94,856532,315375,239754,167.6974,7.7802,Green,14563
